,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run
2811,198,Lake Sockeye,1994,NA,NA,NA
2874,198,Lake Sockeye,1995,NA,NA,NA
2937,198,Lake Sockeye,1996,NA,NA,NA
3000,198,Lake Sockeye,1997,NA,NA,NA
3063,198,Lake Sockeye,1998,NA,NA,NA
3126,198,Lake Sockeye,1999,NA,NA,NA
3189,198,Lake Sockeye,2000,NA,NA,NA
3252,198,Lake Sockeye,2001,NA,NA,NA
3315,198,Lake Sockeye,2002,NA,NA,NA
3378,198,Lake Sockeye,2003,NA,NA,NA
3441,198,Lake Sockeye,2004,NA,NA,NA
3504,198,Lake Sockeye,2005,NA,NA,NA
3567,198,Lake Sockeye,2006,NA,NA,NA
3630,198,Lake Sockeye,2007,NA,NA,NA
3693,198,Lake Sockeye,2008,NA,NA,NA
3756,198,Lake Sockeye,2009,NA,NA,NA
3819,198,Lake Sockeye,2010,NA,NA,NA
3882,198,Lake Sockeye,2011,NA,NA,NA
3945,198,Lake Sockeye,2012,NA,NA,NA
4008,198,Lake Sockeye,2013,NA,NA,NA
4071,198,Lake Sockeye,2014,NA,NA,NA
4134,198,Lake Sockeye,2015,NA,NA,NA
4197,198,Lake Sockeye,2016,NA,NA,NA
4260,198,Lake Sockeye,2017,NA,NA,NA
4323,198,Lake Sockeye,2018,NA,NA,NA
4386,198,Lake Sockeye,2019,NA,NA,NA
40,199,Lake Sockeye,1950,NA,NA,NA
103,199,Lake Sockeye,1951,NA,NA,NA
166,199,Lake Sockeye,1952,NA,NA,NA
229,199,Lake Sockeye,1953,NA,NA,NA
292,199,Lake Sockeye,1954,NA,NA,NA
355,199,Lake Sockeye,1955,NA,NA,NA
418,199,Lake Sockeye,1956,NA,NA,NA
481,199,Lake Sockeye,1957,NA,NA,NA
544,199,Lake Sockeye,1958,NA,NA,NA
607,199,Lake Sockeye,1959,NA,NA,NA
670,199,Lake Sockeye,1960,NA,NA,NA
733,199,Lake Sockeye,1961,NA,NA,NA
796,199,Lake Sockeye,1962,NA,NA,NA
859,199,Lake Sockeye,1963,NA,NA,NA
922,199,Lake Sockeye,1964,NA,200,NA
985,199,Lake Sockeye,1965,NA,500,NA
1048,199,Lake Sockeye,1966,NA,NA,NA
1111,199,Lake Sockeye,1967,NA,NA,NA
1174,199,Lake Sockeye,1968,NA,NA,NA
1237,199,Lake Sockeye,1969,NA,NA,NA
1300,199,Lake Sockeye,1970,NA,50,NA
1363,199,Lake Sockeye,1971,NA,NA,NA
1426,199,Lake Sockeye,1972,NA,500,NA
1489,199,Lake Sockeye,1973,NA,NA,NA
1552,199,Lake Sockeye,1974,NA,NA,NA
1615,199,Lake Sockeye,1975,NA,NA,NA
1678,199,Lake Sockeye,1976,NA,NA,NA
1741,199,Lake Sockeye,1977,NA,NA,NA
1804,199,Lake Sockeye,1978,NA,4800,NA
1867,199,Lake Sockeye,1979,NA,800,NA
1930,199,Lake Sockeye,1980,NA,NA,NA
1993,199,Lake Sockeye,1981,NA,2000,NA
2056,199,Lake Sockeye,1982,NA,NA,NA
2119,199,Lake Sockeye,1983,NA,NA,NA
2182,199,Lake Sockeye,1984,NA,NA,NA
2245,199,Lake Sockeye,1985,NA,NA,NA
2308,199,Lake Sockeye,1986,NA,100,NA
2371,199,Lake Sockeye,1987,NA,400,NA
2434,199,Lake Sockeye,1988,NA,NA,NA
2497,199,Lake Sockeye,1989,NA,NA,NA
2560,199,Lake Sockeye,1990,NA,NA,NA
2623,199,Lake Sockeye,1991,NA,NA,NA
2686,199,Lake Sockeye,1992,NA,NA,NA
2749,199,Lake Sockeye,1993,NA,NA,NA
2812,199,Lake Sockeye,1994,NA,NA,NA
2875,199,Lake Sockeye,1995,NA,NA,NA
2938,199,Lake Sockeye,1996,NA,NA,NA
3001,199,Lake Sockeye,1997,NA,NA,NA
3064,199,Lake Sockeye,1998,NA,NA,NA
3127,199,Lake Sockeye,1999,NA,NA,NA
3190,199,Lake Sockeye,2000,NA,NA,NA
3253,199,Lake Sockeye,2001,NA,NA,NA
3316,199,Lake Sockeye,2002,NA,NA,NA
3379,199,Lake Sockeye,2003,NA,NA,NA
3442,199,Lake Sockeye,2004,NA,16,NA
3505,199,Lake Sockeye,2005,NA,NA,NA
3568,199,Lake Sockeye,2006,NA,2,NA
3631,199,Lake Sockeye,2007,NA,NA,NA
3694,199,Lake Sockeye,2008,NA,NA,NA
3757,199,Lake Sockeye,2009,NA,NA,NA
3820,199,Lake Sockeye,2010,NA,NA,NA
3883,199,Lake Sockeye,2011,NA,NA,NA
3946,199,Lake Sockeye,2012,NA,NA,NA
4009,199,Lake Sockeye,2013,NA,NA,NA
4072,199,Lake Sockeye,2014,NA,NA,NA
4135,199,Lake Sockeye,2015,NA,NA,NA
4198,199,Lake Sockeye,2016,NA,NA,NA
4261,199,Lake Sockeye,2017,NA,NA,NA
4324,199,Lake Sockeye,2018,NA,333,NA
4387,199,Lake Sockeye,2019,NA,NA,NA
41,200,Lake Sockeye,1950,NA,NA,NA
104,200,Lake Sockeye,1951,NA,NA,NA
167,200,Lake Sockeye,1952,NA,NA,NA
230,200,Lake Sockeye,1953,NA,NA,NA
293,200,Lake Sockeye,1954,NA,NA,NA
356,200,Lake Sockeye,1955,NA,NA,NA
419,200,Lake Sockeye,1956,NA,NA,NA
482,200,Lake Sockeye,1957,NA,NA,NA
545,200,Lake Sockeye,1958,NA,NA,NA
608,200,Lake Sockeye,1959,NA,NA,NA
671,200,Lake Sockeye,1960,NA,NA,NA
734,200,Lake Sockeye,1961,NA,NA,NA
797,200,Lake Sockeye,1962,NA,NA,NA
860,200,Lake Sockeye,1963,NA,NA,NA
923,200,Lake Sockeye,1964,NA,NA,NA
986,200,Lake Sockeye,1965,NA,NA,NA
1049,200,Lake Sockeye,1966,NA,NA,NA
1112,200,Lake Sockeye,1967,NA,NA,NA
1175,200,Lake Sockeye,1968,NA,200,NA
1238,200,Lake Sockeye,1969,NA,NA,NA
1301,200,Lake Sockeye,1970,NA,NA,NA
1364,200,Lake Sockeye,1971,NA,NA,NA
1427,200,Lake Sockeye,1972,NA,NA,NA
1490,200,Lake Sockeye,1973,NA,NA,NA
1553,200,Lake Sockeye,1974,NA,NA,NA
1616,200,Lake Sockeye,1975,NA,NA,NA
1679,200,Lake Sockeye,1976,NA,NA,NA
1742,200,Lake Sockeye,1977,NA,NA,NA
1805,200,Lake Sockeye,1978,NA,NA,NA
1868,200,Lake Sockeye,1979,NA,NA,NA
1931,200,Lake Sockeye,1980,NA,NA,NA
1994,200,Lake Sockeye,1981,NA,NA,NA
2057,200,Lake Sockeye,1982,NA,NA,NA
2120,200,Lake Sockeye,1983,NA,NA,NA
2183,200,Lake Sockeye,1984,NA,NA,NA
2246,200,Lake Sockeye,1985,NA,NA,NA
2309,200,Lake Sockeye,1986,NA,NA,NA
2372,200,Lake Sockeye,1987,NA,NA,NA
2435,200,Lake Sockeye,1988,NA,NA,NA
2498,200,Lake Sockeye,1989,NA,NA,NA
2561,200,Lake Sockeye,1990,NA,NA,NA
2624,200,Lake Sockeye,1991,NA,NA,NA
2687,200,Lake Sockeye,1992,NA,NA,NA
2750,200,Lake Sockeye,1993,NA,NA,NA
2813,200,Lake Sockeye,1994,NA,NA,NA
2876,200,Lake Sockeye,1995,NA,NA,NA
2939,200,Lake Sockeye,1996,NA,NA,NA
3002,200,Lake Sockeye,1997,NA,NA,NA
3065,200,Lake Sockeye,1998,NA,NA,NA
3128,200,Lake Sockeye,1999,NA,NA,NA
3191,200,Lake Sockeye,2000,NA,NA,NA
3254,200,Lake Sockeye,2001,NA,NA,NA
3317,200,Lake Sockeye,2002,NA,NA,NA
3380,200,Lake Sockeye,2003,NA,NA,NA
3443,200,Lake Sockeye,2004,NA,NA,NA
3506,200,Lake Sockeye,2005,NA,NA,NA
3569,200,Lake Sockeye,2006,NA,NA,NA
3632,200,Lake Sockeye,2007,NA,NA,NA
3695,200,Lake Sockeye,2008,NA,NA,NA
3758,200,Lake Sockeye,2009,NA,NA,NA
3821,200,Lake Sockeye,2010,NA,NA,NA
3884,200,Lake Sockeye,2011,NA,NA,NA
3947,200,Lake Sockeye,2012,NA,NA,NA
4010,200,Lake Sockeye,2013,NA,NA,NA
4073,200,Lake Sockeye,2014,NA,NA,NA
4136,200,Lake Sockeye,2015,NA,NA,NA
4199,200,Lake Sockeye,2016,NA,NA,NA
4262,200,Lake Sockeye,2017,NA,NA,NA
4325,200,Lake Sockeye,2018,NA,NA,NA
4388,200,Lake Sockeye,2019,NA,NA,NA
42,201,Lake Sockeye,1950,NA,NA,NA
105,201,Lake Sockeye,1951,NA,NA,NA
168,201,Lake Sockeye,1952,NA,NA,NA
231,201,Lake Sockeye,1953,NA,NA,NA
294,201,Lake Sockeye,1954,NA,NA,NA
357,201,Lake Sockeye,1955,NA,NA,NA
420,201,Lake Sockeye,1956,NA,NA,NA
483,201,Lake Sockeye,1957,NA,750,NA
546,201,Lake Sockeye,1958,NA,400,NA
609,201,Lake Sockeye,1959,NA,NA,NA
672,201,Lake Sockeye,1960,NA,75,NA
735,201,Lake Sockeye,1961,NA,250,NA
798,201,Lake Sockeye,1962,NA,250,NA
861,201,Lake Sockeye,1963,NA,200,NA
924,201,Lake Sockeye,1964,NA,200,NA
987,201,Lake Sockeye,1965,NA,2000,NA
1050,201,Lake Sockeye,1966,NA,50,NA
1113,201,Lake Sockeye,1967,NA,50,NA
1176,201,Lake Sockeye,1968,NA,500,NA
1239,201,Lake Sockeye,1969,NA,1500,NA
1302,201,Lake Sockeye,1970,NA,2000,NA
1365,201,Lake Sockeye,1971,NA,500,NA
1428,201,Lake Sockeye,1972,NA,400,NA
1491,201,Lake Sockeye,1973,NA,3000,NA
1554,201,Lake Sockeye,1974,NA,25,NA
1617,201,Lake Sockeye,1975,NA,12,NA
1680,201,Lake Sockeye,1976,NA,NA,NA
1743,201,Lake Sockeye,1977,NA,NA,NA
1806,201,Lake Sockeye,1978,NA,NA,NA
1869,201,Lake Sockeye,1979,NA,100,NA
1932,201,Lake Sockeye,1980,NA,500,NA
1995,201,Lake Sockeye,1981,NA,300,NA
2058,201,Lake Sockeye,1982,NA,NA,NA
2121,201,Lake Sockeye,1983,NA,NA,NA
2184,201,Lake Sockeye,1984,NA,NA,NA
2247,201,Lake Sockeye,1985,NA,NA,NA
2310,201,Lake Sockeye,1986,NA,NA,NA
2373,201,Lake Sockeye,1987,NA,500,NA
2436,201,Lake Sockeye,1988,NA,500,NA
2499,201,Lake Sockeye,1989,NA,NA,NA
2562,201,Lake Sockeye,1990,NA,100,NA
2625,201,Lake Sockeye,1991,NA,NA,NA
2688,201,Lake Sockeye,1992,NA,2600,NA
2751,201,Lake Sockeye,1993,NA,2169,NA
2814,201,Lake Sockeye,1994,NA,2308,NA
2877,201,Lake Sockeye,1995,NA,802,NA
2940,201,Lake Sockeye,1996,NA,NA,NA
3003,201,Lake Sockeye,1997,NA,NA,NA
3066,201,Lake Sockeye,1998,NA,NA,NA
3129,201,Lake Sockeye,1999,NA,NA,NA
3192,201,Lake Sockeye,2000,NA,NA,NA
3255,201,Lake Sockeye,2001,NA,NA,NA
3318,201,Lake Sockeye,2002,NA,NA,NA
3381,201,Lake Sockeye,2003,NA,NA,NA
3444,201,Lake Sockeye,2004,NA,NA,NA
3507,201,Lake Sockeye,2005,NA,NA,NA
3570,201,Lake Sockeye,2006,NA,NA,NA
3633,201,Lake Sockeye,2007,NA,NA,NA
3696,201,Lake Sockeye,2008,NA,NA,NA
3759,201,Lake Sockeye,2009,NA,NA,NA
3822,201,Lake Sockeye,2010,NA,NA,NA
3885,201,Lake Sockeye,2011,NA,NA,NA
3948,201,Lake Sockeye,2012,NA,NA,NA
4011,201,Lake Sockeye,2013,NA,NA,NA
4074,201,Lake Sockeye,2014,NA,NA,NA
4137,201,Lake Sockeye,2015,NA,NA,NA
4200,201,Lake Sockeye,2016,NA,1263,NA
4263,201,Lake Sockeye,2017,NA,NA,NA
4326,201,Lake Sockeye,2018,NA,NA,NA
4389,201,Lake Sockeye,2019,NA,NA,NA
17,202,Coho,1950,NA,17812,NA
80,202,Coho,1951,NA,35900,NA
143,202,Coho,1952,NA,32699,NA
206,202,Coho,1953,NA,22365,NA
269,202,Coho,1954,231607,40400,514682
332,202,Coho,1955,193387,42200,429749
395,202,Coho,1956,383388,58475,851974
458,202,Coho,1957,261359,41950,580797
521,202,Coho,1958,620978,100773,1379952
584,202,Coho,1959,NA,3500,NA
647,202,Coho,1960,496932,37050,1104293
710,202,Coho,1961,291312,34637,647360
773,202,Coho,1962,108945,21825,242101
836,202,Coho,1963,526504,37850,1053009
899,202,Coho,1964,264025,52475,713581
962,202,Coho,1965,756017,95500,1453878
1025,202,Coho,1966,317662,76650,774786
1088,202,Coho,1967,153276,39250,289199
1151,202,Coho,1968,319857,86475,780139
1214,202,Coho,1969,162823,45925,325647
1277,202,Coho,1970,227220,59075,528419
1340,202,Coho,1971,185274,50550,430869
1403,202,Coho,1972,116623,37875,343009
1466,202,Coho,1973,72940,19400,148857
1529,202,Coho,1974,77480,21350,176091
1592,202,Coho,1975,42220,12825,78186
1655,202,Coho,1976,92007,23100,170384
1718,202,Coho,1977,56924,16775,138838
1781,202,Coho,1978,79132,21000,255264
1844,202,Coho,1979,47984,18600,165463
1907,202,Coho,1980,85180,18368,327614
1970,202,Coho,1981,85195,20010,258165
2033,202,Coho,1982,46639,16641,111045
2096,202,Coho,1983,54479,13262,286730
2159,202,Coho,1984,133513,38778,476833
2222,202,Coho,1985,48857,13180,195427
2285,202,Coho,1986,144410,39590,849468
2348,202,Coho,1987,149344,21824,414844
2411,202,Coho,1988,35318,6937,95454
2474,202,Coho,1989,124207,27965,322527
2537,202,Coho,1990,186603,50155,616663
2600,202,Coho,1991,139204,39360,370442
2663,202,Coho,1992,129820,25576,373874
2726,202,Coho,1993,61342,14064,141610
2789,202,Coho,1994,152386,25670,442125
2852,202,Coho,1995,59276,12490,96016
2915,202,Coho,1996,47928,10775,182863
2978,202,Coho,1997,25919,5030,51866
3041,202,Coho,1998,115767,29570,143860
3104,202,Coho,1999,149768,42095,192016
3167,202,Coho,2000,62736,17942,76154
3230,202,Coho,2001,107616,20456,149485
3293,202,Coho,2002,104596,20127,136416
3356,202,Coho,2003,116284,18014,158680
3419,202,Coho,2004,77815,7807,129469
3482,202,Coho,2005,85553,6329,117618
3545,202,Coho,2006,59133,9354,76598
3608,202,Coho,2007,53504,3830,92967
3671,202,Coho,2008,41281,5294,62489
3734,202,Coho,2009,108724,15819,173483
3797,202,Coho,2010,135006,21047,193866
3860,202,Coho,2011,63601,10701,111428
3923,202,Coho,2012,67480,9609,102484
3986,202,Coho,2013,158310,16760,250128
4049,202,Coho,2014,124904,25277,164930
4112,202,Coho,2015,36992,2720,61689
4175,202,Coho,2016,123388,11353,210686
4238,202,Coho,2017,65139,5664,65139
4301,202,Coho,2018,NA,6713,NA
4364,202,Coho,2019,NA,5207,NA
50,203,Lake Sockeye,1950,NA,NA,NA
113,203,Lake Sockeye,1951,NA,NA,NA
176,203,Lake Sockeye,1952,NA,NA,NA
239,203,Lake Sockeye,1953,NA,NA,NA
302,203,Lake Sockeye,1954,NA,NA,NA
365,203,Lake Sockeye,1955,NA,NA,NA
428,203,Lake Sockeye,1956,NA,NA,NA
491,203,Lake Sockeye,1957,NA,NA,NA
554,203,Lake Sockeye,1958,NA,NA,NA
617,203,Lake Sockeye,1959,NA,NA,NA
680,203,Lake Sockeye,1960,44721,NA,104184
743,203,Lake Sockeye,1961,218146,NA,473504
806,203,Lake Sockeye,1962,99536,NA,242390
869,203,Lake Sockeye,1963,177106,NA,277460
932,203,Lake Sockeye,1964,186458,NA,433589
995,203,Lake Sockeye,1965,176199,NA,341633
1058,203,Lake Sockeye,1966,58581,NA,178396
1121,203,Lake Sockeye,1967,135976,NA,517714
1184,203,Lake Sockeye,1968,125287,NA,360564
1247,203,Lake Sockeye,1969,105359,NA,227144
1310,203,Lake Sockeye,1970,195558,NA,425311
1373,203,Lake Sockeye,1971,282801,NA,682572
1436,203,Lake Sockeye,1972,209478,NA,524088
1499,203,Lake Sockeye,1973,261485,NA,790131
1562,203,Lake Sockeye,1974,156822,NA,569890
1625,203,Lake Sockeye,1975,473953,NA,863483
1688,203,Lake Sockeye,1976,321865,NA,829586
1751,203,Lake Sockeye,1977,557566,NA,1461929
1814,203,Lake Sockeye,1978,248535,NA,697005
1877,203,Lake Sockeye,1979,541481,NA,1355676
1940,203,Lake Sockeye,1980,178731,NA,488772
2003,203,Lake Sockeye,1981,781574,NA,2023173
2066,203,Lake Sockeye,1982,605442,NA,2056805
2129,203,Lake Sockeye,1983,535594,NA,1120368
2192,203,Lake Sockeye,1984,435090,NA,1000741
2255,203,Lake Sockeye,1985,823141,NA,2055330
2318,203,Lake Sockeye,1986,266086,NA,642027
2381,203,Lake Sockeye,1987,331145,NA,578670
2444,203,Lake Sockeye,1988,699538,NA,1992772
2507,203,Lake Sockeye,1989,717960,NA,1620619
2570,203,Lake Sockeye,1990,527016,NA,1443121
2633,203,Lake Sockeye,1991,202114,NA,598901
2696,203,Lake Sockeye,1992,318210,NA,1037732
2759,203,Lake Sockeye,1993,470660,NA,1345220
2822,203,Lake Sockeye,1994,636540,NA,1565171
2885,203,Lake Sockeye,1995,916955,NA,3005027
2948,203,Lake Sockeye,1996,917303,NA,4196307
3011,203,Lake Sockeye,1997,488761,NA,1934885
3074,203,Lake Sockeye,1998,244797,NA,425532
3137,203,Lake Sockeye,1999,208657,NA,266434
3200,203,Lake Sockeye,2000,888911,NA,3352087
3263,203,Lake Sockeye,2001,462095,NA,2437343
3326,203,Lake Sockeye,2002,290370,NA,658070
3389,203,Lake Sockeye,2003,682889,NA,1101973
3452,203,Lake Sockeye,2004,445304,NA,758786
3515,203,Lake Sockeye,2005,327460,NA,502263
3578,203,Lake Sockeye,2006,684130,NA,1820922
3641,203,Lake Sockeye,2007,607886,NA,1217080
3704,203,Lake Sockeye,2008,507968,NA,1243501
3767,203,Lake Sockeye,2009,340254,NA,449110
3830,203,Lake Sockeye,2010,361259,NA,525483
3893,203,Lake Sockeye,2011,402226,NA,1029475
3956,203,Lake Sockeye,2012,584156,NA,1068105
4019,203,Lake Sockeye,2013,220714,NA,253342
4082,203,Lake Sockeye,2014,1114482,NA,2614080
4145,203,Lake Sockeye,2015,788301,NA,1587903
4208,203,Lake Sockeye,2016,464118,NA,953912
4271,203,Lake Sockeye,2017,531607,NA,601105
4334,203,Lake Sockeye,2018,NA,NA,NA
4397,203,Lake Sockeye,2019,NA,NA,NA
32,204,Lake Sockeye,1950,NA,NA,NA
95,204,Lake Sockeye,1951,NA,NA,NA
158,204,Lake Sockeye,1952,NA,NA,NA
221,204,Lake Sockeye,1953,NA,NA,NA
284,204,Lake Sockeye,1954,NA,NA,NA
347,204,Lake Sockeye,1955,NA,NA,NA
410,204,Lake Sockeye,1956,NA,NA,NA
473,204,Lake Sockeye,1957,NA,NA,NA
536,204,Lake Sockeye,1958,NA,NA,NA
599,204,Lake Sockeye,1959,NA,NA,NA
662,204,Lake Sockeye,1960,NA,NA,NA
725,204,Lake Sockeye,1961,NA,NA,NA
788,204,Lake Sockeye,1962,NA,NA,NA
851,204,Lake Sockeye,1963,NA,NA,NA
914,204,Lake Sockeye,1964,NA,NA,NA
977,204,Lake Sockeye,1965,NA,NA,NA
1040,204,Lake Sockeye,1966,NA,NA,NA
1103,204,Lake Sockeye,1967,NA,NA,NA
1166,204,Lake Sockeye,1968,NA,NA,NA
1229,204,Lake Sockeye,1969,NA,NA,NA
1292,204,Lake Sockeye,1970,NA,NA,NA
1355,204,Lake Sockeye,1971,NA,NA,NA
1418,204,Lake Sockeye,1972,NA,NA,NA
1481,204,Lake Sockeye,1973,NA,NA,NA
1544,204,Lake Sockeye,1974,NA,NA,NA
1607,204,Lake Sockeye,1975,NA,NA,NA
1670,204,Lake Sockeye,1976,NA,NA,NA
1733,204,Lake Sockeye,1977,NA,NA,NA
1796,204,Lake Sockeye,1978,NA,NA,NA
1859,204,Lake Sockeye,1979,NA,NA,NA
1922,204,Lake Sockeye,1980,NA,NA,NA
1985,204,Lake Sockeye,1981,NA,NA,NA
2048,204,Lake Sockeye,1982,NA,NA,NA
2111,204,Lake Sockeye,1983,NA,NA,NA
2174,204,Lake Sockeye,1984,NA,NA,NA
2237,204,Lake Sockeye,1985,NA,NA,NA
2300,204,Lake Sockeye,1986,NA,NA,NA
2363,204,Lake Sockeye,1987,NA,NA,NA
2426,204,Lake Sockeye,1988,NA,NA,NA
2489,204,Lake Sockeye,1989,NA,NA,NA
2552,204,Lake Sockeye,1990,NA,NA,NA
2615,204,Lake Sockeye,1991,NA,NA,NA
2678,204,Lake Sockeye,1992,NA,NA,NA
2741,204,Lake Sockeye,1993,NA,NA,NA
2804,204,Lake Sockeye,1994,NA,NA,NA
2867,204,Lake Sockeye,1995,NA,NA,NA
2930,204,Lake Sockeye,1996,NA,NA,NA
2993,204,Lake Sockeye,1997,NA,NA,NA
3056,204,Lake Sockeye,1998,NA,NA,NA
3119,204,Lake Sockeye,1999,NA,NA,NA
3182,204,Lake Sockeye,2000,NA,NA,NA
3245,204,Lake Sockeye,2001,NA,NA,NA
3308,204,Lake Sockeye,2002,NA,NA,NA
3371,204,Lake Sockeye,2003,NA,NA,NA
3434,204,Lake Sockeye,2004,NA,NA,NA
3497,204,Lake Sockeye,2005,NA,NA,NA
3560,204,Lake Sockeye,2006,NA,NA,NA
3623,204,Lake Sockeye,2007,NA,NA,NA
3686,204,Lake Sockeye,2008,NA,NA,NA
3749,204,Lake Sockeye,2009,NA,NA,NA
3812,204,Lake Sockeye,2010,NA,NA,NA
3875,204,Lake Sockeye,2011,NA,NA,NA
3938,204,Lake Sockeye,2012,NA,NA,NA
4001,204,Lake Sockeye,2013,NA,NA,NA
4064,204,Lake Sockeye,2014,NA,NA,NA
4127,204,Lake Sockeye,2015,NA,NA,NA
4190,204,Lake Sockeye,2016,NA,NA,NA
4253,204,Lake Sockeye,2017,NA,NA,NA
4316,204,Lake Sockeye,2018,NA,NA,NA
4379,204,Lake Sockeye,2019,NA,NA,NA
1,205,Chinook,1950,NA,2000,NA
64,205,Chinook,1951,NA,3000,NA
127,205,Chinook,1952,NA,3000,NA
190,205,Chinook,1953,NA,1500,NA
253,205,Chinook,1954,NA,3525,NA
316,205,Chinook,1955,NA,3600,NA
379,205,Chinook,1956,NA,2500,NA
442,205,Chinook,1957,NA,7000,NA
505,205,Chinook,1958,NA,3050,NA
568,205,Chinook,1959,NA,7025,NA
631,205,Chinook,1960,NA,5075,NA
694,205,Chinook,1961,NA,5025,NA
757,205,Chinook,1962,NA,5025,NA
820,205,Chinook,1963,NA,5000,NA
883,205,Chinook,1964,NA,2275,NA
946,205,Chinook,1965,NA,3525,NA
1009,205,Chinook,1966,NA,4300,NA
1072,205,Chinook,1967,NA,3025,NA
1135,205,Chinook,1968,NA,5275,NA
1198,205,Chinook,1969,NA,8275,NA
1261,205,Chinook,1970,NA,1500,NA
1324,205,Chinook,1971,NA,750,NA
1387,205,Chinook,1972,NA,1850,NA
1450,205,Chinook,1973,NA,4020,NA
1513,205,Chinook,1974,NA,2800,NA
1576,205,Chinook,1975,NA,2300,NA
1639,205,Chinook,1976,NA,1500,NA
1702,205,Chinook,1977,NA,2700,NA
1765,205,Chinook,1978,NA,1250,NA
1828,205,Chinook,1979,NA,1525,NA
1891,205,Chinook,1980,3495,1200,NA
1954,205,Chinook,1981,1748,1727,NA
2017,205,Chinook,1982,1748,1021,NA
2080,205,Chinook,1983,1748,550,NA
2143,205,Chinook,1984,874,2600,1911
2206,205,Chinook,1985,5243,3622,12803
2269,205,Chinook,1986,5243,3800,12031
2332,205,Chinook,1987,1748,2905,2924
2395,205,Chinook,1988,6990,4600,20061
2458,205,Chinook,1989,2184,1626,4372
2521,205,Chinook,1990,2621,1500,5199
2584,205,Chinook,1991,1311,150,4020
2647,205,Chinook,1992,NA,750,NA
2710,205,Chinook,1993,437,50,903
2773,205,Chinook,1994,437,150,838
2836,205,Chinook,1995,NA,800,NA
2899,205,Chinook,1996,NA,NA,NA
2962,205,Chinook,1997,NA,NA,NA
3025,205,Chinook,1998,NA,NA,NA
3088,205,Chinook,1999,NA,300,NA
3151,205,Chinook,2000,1748,700,3060
3214,205,Chinook,2001,1311,150,2311
3277,205,Chinook,2002,NA,NA,NA
3340,205,Chinook,2003,NA,NA,NA
3403,205,Chinook,2004,NA,NA,NA
3466,205,Chinook,2005,NA,NA,NA
3529,205,Chinook,2006,NA,NA,NA
3592,205,Chinook,2007,NA,NA,NA
3655,205,Chinook,2008,NA,NA,NA
3718,205,Chinook,2009,NA,NA,NA
3781,205,Chinook,2010,NA,NA,NA
3844,205,Chinook,2011,NA,NA,NA
3907,205,Chinook,2012,NA,NA,NA
3970,205,Chinook,2013,NA,NA,NA
4033,205,Chinook,2014,NA,NA,NA
4096,205,Chinook,2015,NA,NA,NA
4159,205,Chinook,2016,NA,NA,NA
4222,205,Chinook,2017,NA,131,NA
4285,205,Chinook,2018,NA,580,NA
4348,205,Chinook,2019,NA,960,NA
3,206,Chinook,1950,NA,NA,NA
66,206,Chinook,1951,NA,NA,NA
129,206,Chinook,1952,NA,NA,NA
192,206,Chinook,1953,NA,NA,NA
255,206,Chinook,1954,NA,NA,NA
318,206,Chinook,1955,NA,750,NA
381,206,Chinook,1956,NA,950,NA
444,206,Chinook,1957,NA,1900,NA
507,206,Chinook,1958,NA,1900,NA
570,206,Chinook,1959,NA,400,NA
633,206,Chinook,1960,NA,400,NA
696,206,Chinook,1961,NA,425,NA
759,206,Chinook,1962,NA,50,NA
822,206,Chinook,1963,NA,200,NA
885,206,Chinook,1964,NA,175,NA
948,206,Chinook,1965,NA,400,NA
1011,206,Chinook,1966,NA,50,NA
1074,206,Chinook,1967,NA,150,NA
1137,206,Chinook,1968,NA,100,NA
1200,206,Chinook,1969,NA,275,NA
1263,206,Chinook,1970,NA,475,NA
1326,206,Chinook,1971,NA,600,NA
1389,206,Chinook,1972,NA,475,NA
1452,206,Chinook,1973,NA,950,NA
1515,206,Chinook,1974,NA,950,NA
1578,206,Chinook,1975,NA,950,NA
1641,206,Chinook,1976,NA,825,NA
1704,206,Chinook,1977,NA,3700,NA
1767,206,Chinook,1978,NA,825,NA
1830,206,Chinook,1979,NA,1200,NA
1893,206,Chinook,1980,966,850,NA
1956,206,Chinook,1981,966,750,NA
2019,206,Chinook,1982,1208,825,NA
2082,206,Chinook,1983,966,675,NA
2145,206,Chinook,1984,403,375,426
2208,206,Chinook,1985,1449,1250,1540
2271,206,Chinook,1986,1288,1150,1365
2334,206,Chinook,1987,3221,2300,3356
2397,206,Chinook,1988,1932,1400,2067
2460,206,Chinook,1989,1932,1450,2034
2523,206,Chinook,1990,1550,1120,1631
2586,206,Chinook,1991,271,325,291
2649,206,Chinook,1992,986,786,1033
2712,206,Chinook,1993,1008,825,1063
2775,206,Chinook,1994,698,500,733
2838,206,Chinook,1995,698,580,744
2901,206,Chinook,1996,814,585,849
2964,206,Chinook,1997,1163,860,1216
3027,206,Chinook,1998,1085,790,1117
3090,206,Chinook,1999,465,350,489
3153,206,Chinook,2000,1916,1455,2001
3216,206,Chinook,2001,2837,2095,2966
3279,206,Chinook,2002,2160,1500,2253
3342,206,Chinook,2003,2025,1516,2103
3405,206,Chinook,2004,1655,1261,1714
3468,206,Chinook,2005,1138,790,1190
3531,206,Chinook,2006,1216,844,1272
3594,206,Chinook,2007,1224,850,1268
3657,206,Chinook,2008,1080,750,1143
3720,206,Chinook,2009,504,350,523
3783,206,Chinook,2010,NA,NA,NA
3846,206,Chinook,2011,507,390,530
3909,206,Chinook,2012,NA,NA,NA
